school_C, sex_C, age_C, address_C, famsize_C, Pstatus_C, Medu_C, Fedu_C, Mjob_C, Fjob_C, reason_C, health_C, absences_C, G1_C, G2_C, G3_C
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att school_C = 0 size 42 avg -2.682475004318119
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att school_C = 1 size 17 avg 10.72990001727247
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att sex_C = 0 size 27 avg -2.9331026546260226
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att sex_C = 1 size 32 avg 2.7074793735009517
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att age_C = 0 size 50 avg -1.2711150204135837
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att age_C = 1 size 9 avg 16.887670985494683
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att address_C = 0 size 38 avg -1.4711443618089213
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att address_C = 1 size 21 avg 5.8845774472356895
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att famsize_C = 0 size 22 avg 2.13627320898103
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att famsize_C = 1 size 37 avg -0.674612592309801
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Pstatus_C = 0 size 58 avg -0.9049102720411123
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Pstatus_C = 1 size 1 avg 6.636008661635044
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 1 size 59 avg 4.289613586326417
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 2 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 3 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 4 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 0 size 1 avg 2.1611921043428475
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 1 size 37 avg 1.3103290711370112
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 2 size 15 avg 0.45946603793118174
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 3 size 5 avg -0.39139699527471083
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 4 size 1 avg -1.2422600284805172
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 1 size 1 avg 1.4674027712807773
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 2 size 5 avg 0.4192579346516737
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 3 size 25 avg -0.628886901977499
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 4 size 28 avg -1.6770317386066689
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 0 size 1 avg 4.92165285223765
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 1 size 1 avg 3.236155300101438
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 2 size 20 avg 1.550657747965275
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 3 size 4 avg -0.13483980417091126
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 4 size 33 avg -1.8203373563070695
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att reason_C = 0 size 16 avg -0.11788524570544684
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att reason_C = 1 size 10 avg -0.027896508525722806
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att reason_C = 2 size 27 avg 0.06209222865401695
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att reason_C = 3 size 6 avg 0.15208096583380062
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att health_C = 1 size 8 avg -3.6294552330305674
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att health_C = 2 size 2 avg -2.1891952199232034
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att health_C = 3 size 19 avg -0.7489352068158339
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att health_C = 4 size 9 avg 0.6913248062915335
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att health_C = 5 size 21 avg 2.13158481939895
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att absences_C = 0 size 59 avg -0.21522718430826013
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att absences_C = 1 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att absences_C = 2 size 0
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G1_C = 0 size 2 avg 41.80408781355304
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G1_C = 1 size 38 avg 14.658576246310773
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G1_C = 2 size 16 avg -12.486935320931392
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G1_C = 3 size 3 avg -39.632446888173554
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G2_C = 0 size 8 avg 35.766306833304455
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G2_C = 1 size 32 avg 12.839187068365709
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G2_C = 2 size 18 avg -10.087932696573048
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G2_C = 3 size 1 avg -33.015052461511786
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G3_C = 0 size 11 avg 141.87206779059827
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G3_C = 1 size 27 avg 51.50769340168219
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G3_C = 2 size 19 avg -38.85668098723395
group [-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1] att G3_C = 3 size 2 avg -129.22105537615002
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att school_C = 0 size 49 avg -2.682475004318118
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att school_C = 1 size 10 avg 10.729900017272461
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att sex_C = 0 size 17 avg -2.9331026546260124
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att sex_C = 1 size 42 avg 2.707479373500937
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att age_C = 0 size 55 avg -1.271115020413583
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att age_C = 1 size 4 avg 16.887670985494722
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att address_C = 0 size 37 avg -1.4711443618089193
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att address_C = 1 size 22 avg 5.884577447235716
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att famsize_C = 0 size 15 avg 2.136273208981036
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att famsize_C = 1 size 44 avg -0.674612592309802
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Pstatus_C = 0 size 56 avg -0.9049102720411131
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Pstatus_C = 1 size 3 avg 6.636008661634919
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 0 size 2 avg 6.583524595057106
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 1 size 25 avg 4.289613586326422
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 2 size 22 avg 1.9957025775957045
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 3 size 8 avg -0.29820843113500495
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Medu_C = 4 size 2 avg -2.59211943986568
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 1 size 22 avg 1.3103290711370243
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 2 size 18 avg 0.45946603793116836
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 3 size 9 avg -0.3913969952747063
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fedu_C = 4 size 10 avg -1.2422600284805445
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 1 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 2 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 3 size 59 avg -0.6288869019774919
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Mjob_C = 4 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 0 size 2 avg 4.9216528522377505
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 1 size 2 avg 3.2361553001014505
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 2 size 15 avg 1.550657747965274
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 3 size 7 avg -0.13483980417085564
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att Fjob_C = 4 size 33 avg -1.8203373563070795
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att reason_C = 0 size 12 avg -0.11788524570546166
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att reason_C = 1 size 9 avg -0.027896508525694825
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att reason_C = 2 size 31 avg 0.062092228654025146
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att reason_C = 3 size 7 avg 0.1520809658338146
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att health_C = 1 size 8 avg -3.629455233030579
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att health_C = 2 size 8 avg -2.189195219923194
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att health_C = 3 size 19 avg -0.7489352068158336
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att health_C = 4 size 8 avg 0.6913248062915331
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att health_C = 5 size 16 avg 2.131584819398946
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att absences_C = 0 size 59 avg -0.2152271843082603
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att absences_C = 1 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att absences_C = 2 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G1_C = 0 size 3 avg 41.80408781355296
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G1_C = 1 size 32 avg 14.65857624631078
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G1_C = 2 size 18 avg -12.486935320931392
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G1_C = 3 size 6 avg -39.63244688817354
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G2_C = 0 size 6 avg 35.766306833304476
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G2_C = 1 size 32 avg 12.839187068365701
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G2_C = 2 size 19 avg -10.087932696573047
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G2_C = 3 size 2 avg -33.0150524615118
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G3_C = 0 size 10 avg 141.87206779059827
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G3_C = 1 size 29 avg 51.5076934016822
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G3_C = 2 size 18 avg -38.856680987233936
group [-1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1] att G3_C = 3 size 2 avg -129.22105537615
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att school_C = 0 size 161 avg -2.682475004318117
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att school_C = 1 size 23 avg 10.729900017272485
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att sex_C = 0 size 77 avg -2.933102654626033
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att sex_C = 1 size 107 avg 2.707479373500935
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att age_C = 0 size 169 avg -1.2711150204135835
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att age_C = 1 size 15 avg 16.88767098549469
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att address_C = 0 size 137 avg -1.4711443618089288
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att address_C = 1 size 47 avg 5.884577447235695
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att famsize_C = 0 size 48 avg 2.1362732089810215
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att famsize_C = 1 size 136 avg -0.6746125923098027
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Pstatus_C = 0 size 168 avg -0.9049102720411126
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Pstatus_C = 1 size 16 avg 6.636008661634866
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Medu_C = 0 size 1 avg 6.583524595057065
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Medu_C = 1 size 38 avg 4.28961358632642
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Medu_C = 2 size 51 avg 1.995702577595696
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Medu_C = 3 size 44 avg -0.2982084311349896
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Medu_C = 4 size 50 avg -2.592119439865684
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fedu_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fedu_C = 1 size 51 avg 1.310329071137014
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fedu_C = 2 size 49 avg 0.4594660379311703
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fedu_C = 3 size 51 avg -0.39139699527469585
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fedu_C = 4 size 33 avg -1.2422600284805394
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Mjob_C = 0 size 27 avg 2.5155476079099963
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Mjob_C = 1 size 11 avg 1.4674027712808466
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Mjob_C = 2 size 39 avg 0.419257934651679
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Mjob_C = 3 size 32 avg -0.6288869019774902
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Mjob_C = 4 size 75 avg -1.6770317386066649
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fjob_C = 0 size 7 avg 4.921652852237666
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fjob_C = 1 size 8 avg 3.2361553001015366
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fjob_C = 2 size 53 avg 1.5506577479652726
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fjob_C = 3 size 7 avg -0.13483980417085364
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att Fjob_C = 4 size 109 avg -1.820337356307068
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att reason_C = 0 size 53 avg -0.11788524570544949
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att reason_C = 1 size 42 avg -0.027896508525728853
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att reason_C = 2 size 73 avg 0.0620922286540237
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att reason_C = 3 size 16 avg 0.15208096583376435
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att health_C = 1 size 18 avg -3.6294552330305883
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att health_C = 2 size 23 avg -2.189195219923199
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att health_C = 3 size 40 avg -0.7489352068158375
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att health_C = 4 size 36 avg 0.6913248062915437
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att health_C = 5 size 67 avg 2.1315848193989324
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att absences_C = 0 size 181 avg -0.21522718430826066
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att absences_C = 1 size 2 avg 21.30749124651763
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att absences_C = 2 size 1 avg 42.83020967734366
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G1_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G1_C = 1 size 184 avg 14.658576246310764
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G1_C = 2 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G1_C = 3 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G2_C = 0 size 21 avg 35.76630683330444
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G2_C = 1 size 143 avg 12.839187068365685
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G2_C = 2 size 20 avg -10.087932696573041
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G2_C = 3 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G3_C = 0 size 39 avg 141.87206779059832
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G3_C = 1 size 117 avg 51.50769340168222
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G3_C = 2 size 28 avg -38.856680987233915
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1] att G3_C = 3 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att school_C = 0 size 145 avg -2.6824750043181176
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att school_C = 1 size 18 avg 10.72990001727247
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att sex_C = 0 size 66 avg -2.9331026546260306
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att sex_C = 1 size 97 avg 2.7074793735009353
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att age_C = 0 size 148 avg -1.2711150204135833
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att age_C = 1 size 15 avg 16.88767098549469
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att address_C = 0 size 124 avg -1.4711443618089282
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att address_C = 1 size 39 avg 5.8845774472357055
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att famsize_C = 0 size 45 avg 2.1362732089810215
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att famsize_C = 1 size 118 avg -0.6746125923098046
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Pstatus_C = 0 size 147 avg -0.9049102720411126
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Pstatus_C = 1 size 16 avg 6.636008661634841
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Medu_C = 0 size 1 avg 6.583524595057065
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Medu_C = 1 size 32 avg 4.2896135863264195
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Medu_C = 2 size 50 avg 1.9957025775956958
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Medu_C = 3 size 38 avg -0.29820843113499507
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Medu_C = 4 size 42 avg -2.5921194398656873
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Fedu_C = 0 size 0
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Fedu_C = 1 size 45 avg 1.310329071137019
group [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1] att Fedu_C = 2 size 49 avg 0.4594660379311701
